,fecha,titulo,descripcion
79,08/01/2021,Personas involucradas en el asalto al Capitolio han perdido sus empleos tras ser identificadas,"Tras los inéditos sucesos del pasado miércoles 6 de enero de 2021 en Washington DC (Estados Unidos), cuando una turba de cientos de personas ingresó en el Capitolio para impedir la confirmación de Joe Biden como nuevo presidente por parte del Congreso y el Senado, las imágenes de lo ocurrido continúan circulando."
80,08/01/2021,El asalto al Capitolio revela el alcance del privilegio blanco en EE.UU.,"Dos escenas han marcado Washington en el último año: una multitud dispersada con gases lacrimógenos en una plaza pública y una turba que tuvo vía libre para entrar y vandalizar el Capitolio. El contraste entre ambos episodios ha revelado el alcance del privilegio blanco en Estados Unidos, siete meses después del estallido social contra el racismo en el país."
81,07/01/2021,"Embajador de EE.UU. en Ecuador resalta la importancia de la institucionalidad y la democracia, tras toma del Capitolio","Un día después de que se registrara el violento asalto al Congreso de Estados Unidos, el Embajador de ese país en Ecuador se pronunció sobre el suceso este jueves 7 de enero del 2021."
82,06/01/2021,Ecuador expresa ‘preocupación’ por asalto al Capitolio en Washington,"El Gobierno de Ecuador expresó este 6 de enero del 2021 su ""preocupación"" por los sucesos ocurridos en Washington, donde miles de seguidores del presidente saliente, Donald Trump, protagonizaron un asalto al Capitolio."
83,06/01/2021,Biden exige a Trump que salga en televisión y zanje el ‘asedio’ al Capitolio,"El presidente electo de Estados Unidos, Joe Biden, exigió este miércoles 6 de enero del 2021 al saliente mandatario Donald Trump hablar en televisión nacional para ""defender la Constitución"" y poner ""fin al asedio"" al Congreso, tras el asalto de miles de sus seguidores registrado en el Capitolio."
84,06/01/2021,Trump culpa a Pence del caos mientras sus seguidores asaltan el Capitolio,"El presidente saliente de Estados Unidos, Donald Trump, culpó este miércoles 6 de enero del 2021 a su vicepresidente y también presidente del Senado, Mike Pence, del caos en Washington por no haberse arrogado poderes que no le otorga la Constitución para revocar su derrota electoral, mientras sus seguidores asaltaban el Capitolio."
85,06/01/2021,"Fallece la mujer herida de bala en asalto al Capitolio de EE.UU., según medios","Una mujer que fue herida de bala este miércoles 6 de enero del 2021 durante el asalto de manifestantes pro Donald Trump al Capitolio falleció, según indicaron fuentes policiales a varios medios estadounidenses."
86,05/01/2021,Cámara capta cómo una mujer simula y se viste con pijama para robar vehículos en el sur de Quito,"Una cámara de seguridad registró a una mujer que simula ser moradora del barrio La Gatazo, en el sur de Quito, para robar carteras dentro de una camioneta. La sospechosa usa un traje de pijama para acercarse al vehículo y aprovecha que el propietario descarga unas cajas, para sustraer los objetos. Video: Cortesía"
87,05/01/2021,Indignación por ataque a pareja que viajaba en moto durante asalto,"Una pareja de ciudadanos que se desplazaba en una moto por el barrio Santa Fe, en Villavicencio, Colombia, fue intimidada por tres hombres con armas blancas hasta tumbarlos del vehículo para despojarlos de sus pertenencias."
88,30/12/2020,Bodegas de Antinarcóticos-Puyo fueron asaltadas; se llevaron 300 kilos de droga,"Las bodegas de la Policía Antinarcóticos de Puyo, en Pastaza, fueron asaltadas este miércoles 30 de diciembre del 2020 por una banda delictiva."
89,30/12/2020,Imágenes del asalto a un hombre durante los festejos de Barcelona en Guayaquil,"Las personas que grababan los festejos de Barcelona registraron el momento en que un hombre armado en moto se camufló en una caravana y asaltó a un transeúnte, que filmaba la celebración de los hinchas toreros en Guayaquil. Video: Redes sociales"
90,30/12/2020,Un video registra un asalto durante los festejos por el campeonato de Barcelona S.C. en Guayaquil,"La noche del martes 29 de diciembre del 2020, Barcelona S.C. se proclamó campeón del fútbol ecuatoriano. El triunfo del equipo torero hizo que centenares de hinchas del club salgan a las calles a festejar la victoria. Durante una de estas celebraciones un asalto quedó registrado en video."
